         1148739 function calls (1092611 primitive calls) in 1.943 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/posixpath.py:150(dirname)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir_utils.py:453(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:736(__mro_entries__)
        3    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numpy/core/numerictypes.py:230(obj2sctype)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:868(op_ROT_THREE)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/mathdecl.py:71(Math_copysign)
       41    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/controlflow.py:282(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/scipy/sparse/coo.py:22(coo_matrix)
       31    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:648(code_consts)
      109    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        3    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/tqdm/std.py:108(release)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/tqdm/utils.py:213(_is_ascii)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:160(__len__)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/cmathdecl.py:47(<listcomp>)
        2    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:111(__init__)
        3    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/dispatcher.py:754(_callback_add_compiler_timer)
       32    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/untyped_passes.py:26(fallback_context)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/tokenize.py:325(find_cookie)
        3    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/dispatcher.py:341(<listcomp>)
       18    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/base.py:78(<lambda>)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pkg_resources/_vendor/pyparsing.py:506(haskeys)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:844(<listcomp>)
       12    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/inline_closurecall.py:779(debug_print)
       45    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/controlflow.py:699(<genexpr>)
        3    0.000    0.000    0.000    0.000 {built-in method numba._dynfunc.make_function}
       28    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/types/functions.py:696(key)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.8/weakref.py:328(__init__)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/typed/typeddict.py:81(Dict)
        3    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:1288(insert_before_terminator)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:886(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'in_dll' of '_ctypes.UnionType' objects}
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/analysis.py:322(do_prune)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numpy/core/getlimits.py:514(__init__)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/scipy/sparse/extract.py:1(<module>)
       53    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       56    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       21    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/numbers.py:1186(bool_as_bool)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/targetconfig.py:248(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/scipy/linalg/_procrustes.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typeinfer.py:1005(_mangle_arg_name)
        9    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
       44    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/instructions.py:305(rhs)
       42    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cgutils.py:234(_cast_member_from_value)
        9    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:744(__str__)
       44    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/instructions.py:301(lhs)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/types/containers.py:217(__iter__)
       12    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/callconv.py:535(get_arguments)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/weakref.py:463(popitem)
       40    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/rewrites/registry.py:10(__init__)
        3    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/imputils.py:187(user_function)
       41    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:1235(instructions)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/untyped_passes.py:98(run_pass)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pkg_resources/_vendor/pyparsing.py:315(__init__)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_collections_abc.py:698(__init__)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/lowering.py:1286(<listcomp>)
       18    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/types.py:291(__new__)
       16    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/compiler_machinery.py:371(walk)
       32    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/values.py:526(_get_reference)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:716(module_repr)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.8/weakref.py:323(__new__)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/cmathdecl.py:49(<listcomp>)
       32    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1400(<genexpr>)
       34    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/context.py:21(_dispose)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:81(groups)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cpu_options.py:25(__init__)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/errors.py:456(__init__)
       10    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/base.py:298(get_env_name)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/listobj.py:148(ListInstance)
       12    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/types/containers.py:223(types)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/bytecode.py:174(__init__)
        3    0.000    0.000    0.000    0.000 {method '_insert' of '_dispatcher.Dispatcher' objects}
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:897(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/serialize.py:167(disable_pickling)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/controlflow.py:464(<dictcomp>)
        8    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
       31    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/targetconfig.py:34(type)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/misc/llvm_pass_timings.py:281(__init__)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/scipy/sparse/dia.py:16(dia_matrix)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/extending.py:170(overload_attribute)
       29    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/mathimpl.py:108(_unary_int_input_wrapper_impl)
        8    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/types/functions.py:499(_get_object)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/randomdecl.py:95(Random_getrandbits)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/weakref.py:128(__getitem__)
        5    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:633(get_closure_value)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:268(__init__)
       36    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/context.py:148(init)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.8/contextlib.py:375(_create_exit_wrapper)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/transforms.py:737(_eliminate_nested_withs)
       34    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:753(get_targets)
        8    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        9    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/codecs.py:309(__init__)
       35    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/types.py:155(_to_string)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/scipy/sparse/data.py:19(_data_matrix)
       30    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/values.py:342(bitcast)
        6    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/types/containers.py:319(<genexpr>)
       26    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:984(infer_constant)
       23    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/types.py:481(packed)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cpu_options.py:180(encode)
       20    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cpu.py:108(codegen)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/randomdecl.py:99(Random_random)
        6    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/callwrapper.py:222(debug_print)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/types/containers.py:308(<genexpr>)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       40    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/models.py:236(as_argument)
       41    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/randomdecl.py:256(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:492(_get_charset_prefix)
       37    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/module.py:222(__iter__)
        7    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/numbers.py:19(_int_arith_flags)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.8/contextlib.py:385(__init__)
        3    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/callwrapper.py:93(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pkg_resources/_vendor/packaging/requirements.py:57(<lambda>)
        3    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/pythonapi.py:109(__init__)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/randomdecl.py:296(<listcomp>)
        9    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typeinfer.py:212(__init__)
        8    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
       13    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/registry.py:5(register)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/randomdecl.py:170(<listcomp>)
       22    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/bytecode.py:209(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/randomdecl.py:126(<listcomp>)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/inline_closurecall.py:75(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method binascii.b2a_base64}
       41    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:1261(blockstack_initial)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/base.py:199(enable_boundscheck)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/randomdecl.py:286(<listcomp>)
       10    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/event.py:260(done)
       41    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:1252(outgoing_phis)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/np/numpy_support.py:222(map_layout)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:921(fix_flags)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/randomdecl.py:273(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/values.py:884(add)
       18    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/imputils.py:108(lower_constant)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/randomdecl.py:233(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/randomdecl.py:179(<listcomp>)
       48    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/utils.py:233(pop)
        8    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/templates.py:1228(__init__)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/randomdecl.py:223(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/cmathdecl.py:70(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/randomdecl.py:212(<listcomp>)
       13    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/models.py:182(get_value_type)
        3    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/callwrapper.py:12(__init__)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/randomdecl.py:130(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/randomdecl.py:190(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/randomdecl.py:159(<listcomp>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:214(_acquireLock)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/randomdecl.py:141(<listcomp>)
        7    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/context.py:642(keyfunc)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/np/npyfuncs.py:40(<genexpr>)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:595(isstring)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/context.py:108(__init__)
        8    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/analysis.py:375(Unknown)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/cmathdecl.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/experimental/jitclass/base.py:300(ClassBuilder)
        8    0.000    0.000    0.000    0.000 {method 'center' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cpu.py:253(get_ufunc_info)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/bytecode.py:18(get_function_object)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/codegen.py:894(_object_getbuffer_hook)
       16    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/itanium_mangler.py:149(mangle_type_c)
        6    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/codegen.py:1083(is_symbol_defined)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:76(__init__)
        7    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/values.py:489(<listcomp>)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pkg_resources/_vendor/pyparsing.py:4197(__str__)
       41    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ssa.py:224(on_other)
        8    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/funcdesc.py:109(llvm_func_name)
       13    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:656(code_names)
       16    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/models.py:444(get_value_type)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/scipy/sparse/csc.py:16(csc_matrix)
       21    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/debuginfo.py:66(mark_variable)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/typed/listobject.py:1439(ListIterInstance)
       13    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/scipy/sparse/csr.py:17(csr_matrix)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.8/inspect.py:2531(default)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1663(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/randomdecl.py:297(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/listobj.py:42(_ListPayloadMixin)
        7    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/types.py:493(__len__)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/randomdecl.py:224(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/runtime/context.py:6(NRTContext)
       30    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/types/abstract.py:147(can_convert_from)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/randomdecl.py:213(<listcomp>)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typeinfer.py:708(__init__)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/randomdecl.py:191(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/scipy/sparse/data.py:157(_minmax_mixin)
       16    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/types/misc.py:320(key)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:754(exec_module)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pkg_resources/__init__.py:1891(has_metadata)
       15    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_collections_abc.py:302(__subclasshook__)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:453(_get_iscased)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:669(<genexpr>)
        6    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numpy/lib/utils.py:66(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/inspect.py:63(ismodule)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/randomdecl.py:131(<listcomp>)
        9    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/llvmpy/passes.py:17(_inlining_threshold)
        3    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/removerefctpass.py:15(__init__)
        8    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/inline_closurecall.py:343(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/randomdecl.py:142(<listcomp>)
        3    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numpy/core/getlimits.py:538(max)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:685(<genexpr>)
        7    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pkg_resources/__init__.py:647(iter_entry_points)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typeinfer.py:1234(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:249(_compile_charset)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/tqdm/utils.py:135(disable_on_exception)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/inline_closurecall.py:126(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:432(_uniq)
        8    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:256(__init__)
       13    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/randomdecl.py:143(<listcomp>)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/module.py:110(get_named_metadata)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:413(<listcomp>)
       10    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/event.py:246(__init__)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/np/linalg.py:114(_LAPACK)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/scipy/sparse/_index.py:28(IndexMixin)
        5    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/unicode.py:2022(gen_isX)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:721(__str__)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/codegen.py:1046(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/types.py:171(__get__)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:736(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_collections_abc.py:252(__subclasshook__)
        6    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/randomdecl.py:214(<listcomp>)
        5    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/dispatcher.py:223(__enter__)
        3    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/codegen.py:621(enable_object_caching)
       15    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/types/abstract.py:468(key)
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
       39    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        8    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/compiler_machinery.py:99(get_analysis)
        3    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/rangeobj.py:101(RangeIter)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/numbers.py:198(_get_power_zerodiv_return)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/compiler_machinery.py:32(__init__)
        5    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/extending.py:296(StructAttribute)
        5    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/dispatcher.py:227(__exit__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:329(__hash__)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cpu_options.py:53(__bool__)
