         1148739 function calls (1092611 primitive calls) in 1.943 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/controlflow.py:556(_find_post_dominators)
     3968    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/analysis.py:69(<genexpr>)
     12/9    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pkg_resources/_vendor/pyparsing.py:4003(parseImpl)
       27    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pkg_resources/_vendor/pyparsing.py:3737(parseImpl)
       65    0.000    0.000    0.001    0.000 /usr/lib/python3.8/copy.py:66(copy)
       90    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ssa.py:331(on_other)
       15    0.000    0.000    0.001    0.000 /usr/lib/python3.8/posixpath.py:449(relpath)
      939    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/templates.py:1243(register_global)
      177    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/context.py:408(_get_global_type)
      257    0.001    0.000    0.001    0.000 /usr/lib/python3.8/posixpath.py:71(join)
      425    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/value.py:81(__init__)
       41    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:538(_remove_unused_temporaries)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.8/threading.py:834(start)
      133    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/compiler_machinery.py:197(add_pass)
    76/19    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ssa.py:424(_find_def_from_bottom)
    73/65    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pkg_resources/_vendor/pyparsing.py:3576(__str__)
      435    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/context.py:52(__getitem__)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:73(__init__)
      119    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1426(_get_spec)
      370    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:78(acquire)
        1    0.000    0.000    0.001    0.001 /home/seb/.local/lib/python3.8/site-packages/tqdm/std.py:1322(refresh)
       43    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/instructions.py:665(__init__)
       31    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:1062(op_LOAD_CONST)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.8/warnings.py:130(filterwarnings)
        4    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir_utils.py:2011(raise_on_unsupported_feature)
      664    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:1287(get_inst)
     1798    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/_utils.py:71(_stringify_metadata)
      246    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/values.py:978(<genexpr>)
        1    0.000    0.000    0.001    0.001 /home/seb/.local/lib/python3.8/site-packages/tqdm/std.py:1461(display)
     1160    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/base.py:142(append)
      213    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/target_extension.py:70(resolve_target_str)
       80    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/instructions.py:30(descr)
      216    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/targetconfig.py:69(__init__)
        3    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cpu.py:115(get_env_body)
    10337    0.001    0.000    0.001    0.000 {method 'values' of 'dict' objects}
      186    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/instructions.py:121(descr_arg)
       14    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cgutils.py:656(pack_array)
       21    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/targets.py:150(get_pointee_abi_size)
       66    0.000    0.000    0.001    0.000 /usr/lib/python3.8/re.py:203(sub)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/bytecode.py:253(dump)
       21    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/value.py:198(type)
       28    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/itanium_mangler.py:140(<listcomp>)
       96    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:1045(__repr__)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/untyped_passes.py:288(run_pass)
       33    0.000    0.000    0.001    0.000 /usr/lib/python3.8/inspect.py:3020(bind)
      160    0.001    0.000    0.001    0.000 /usr/lib/python3.8/functools.py:34(update_wrapper)
      128    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:99(_path_isfile)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/controlflow.py:177(dominance_frontier)
       22    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/llvmpy/core.py:240(icmp)
       39    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/builder.py:160(wrapped)
       12    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/arraydecl.py:166(generic)
      394    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/errors.py:222(__enter__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.8/threading.py:540(wait)
        9    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/module.py:138(data_layout)
        2    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/base.py:737(make_optional_none)
       49    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/instructions.py:202(__init__)
       50    0.001    0.000    0.001    0.000 {built-in method io.open}
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/controlflow.py:233(_df)
       18    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cgutils.py:682(unpack_tuple)
       41    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/np/ufunc/array_exprs.py:33(match)
        3    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/removerefctpass.py:23(_rewrite_function)
      902    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cpu_options.py:131(__init__)
      394    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/errors.py:226(__exit__)
       33    0.001    0.000    0.001    0.000 /usr/lib/python3.8/inspect.py:2889(_bind)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/controlflow.py:495(_find_dominance_frontier)
       17    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/numbers.py:1264(integer_to_float)
      233    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:151(__exit__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.8/threading.py:270(wait)
        8    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/itanium_mangler.py:207(mangle_args)
      193    0.001    0.000    0.001    0.000 /usr/lib/python3.8/inspect.py:493(unwrap)
      197    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:1294(make_temp)
      720    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
     6190    0.001    0.000    0.001    0.000 {built-in method time.perf_counter}
      708    0.001    0.000    0.001    0.000 /usr/lib/python3.8/inspect.py:2809(<genexpr>)
       78    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:1140(redefine)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/untyped_passes.py:140(run_pass)
        3    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/pythonapi.py:1398(from_native_return)
        9    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/pythonapi.py:234(decref)
        8    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/itanium_mangler.py:211(<listcomp>)
       18    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cgutils.py:689(<listcomp>)
        1    0.000    0.000    0.001    0.001 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/heapq.py:4(<module>)
        5    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/pythonapi.py:324(err_set_none)
      109    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:372(__init__)
      133    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/compiler_machinery.py:184(_validate_pass)
       82    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/values.py:1094(__str__)
      551    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/values.py:863(__iter__)
        3    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/pythonapi.py:1405(from_native_value)
     2976    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/event.py:132(is_end)
      176    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/npydecl.py:52(<listcomp>)
      522    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/npydecl.py:220(<genexpr>)
        4    0.001    0.000    0.001    0.000 {method 'acquire' of '_thread.lock' objects}
       21    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typed_passes.py:857(<listcomp>)
      228    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/builder.py:264(goto_block)
    64/50    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pkg_resources/_vendor/pyparsing.py:3434(__str__)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:152(_build_cfg)
    36/18    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/itanium_mangler.py:164(mangle_type_or_value)
        1    0.000    0.000    0.001    0.001 /home/seb/.local/lib/python3.8/site-packages/scipy/sparse/lil.py:1(<module>)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/packer.py:104(from_arguments)
        3    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/options.py:30(parse_as_flags)
        9    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/removerefctpass.py:51(valid_input)
      178    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/types/misc.py:113(__init__)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/codegen.py:570(create_ir_module)
        8    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/analysis.py:304(find_branches)
      132    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:90(_path_is_mode_type)
       60    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/itanium_mangler.py:88(_escape_string)
       41    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:438(_start_new_block)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/controlflow.py:229(_idom)
       10    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cgutils.py:145(_get_ptr_by_name)
      219    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/bytecode.py:181(_fetch_opcode)
        3    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/transforms.py:10(visit_Function)
      176    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/npydecl.py:100(<listcomp>)
       12    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/arraydecl.py:20(get_array_index_type)
        9    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/transforms.py:93(populate)
       96    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:196(short)
        2    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/base.py:689(pair_first)
       12    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/templates.py:1025(resolve)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/controlflow.py:442(_find_immediate_dominators)
        1    0.000    0.000    0.001    0.001 /home/seb/.local/lib/python3.8/site-packages/numba/experimental/jitclass/base.py:1(<module>)
     1744    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/ffi.py:93(__getattr__)
        5    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cpu.py:44(create_module)
        9    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/transforms.py:90(_populate_function_pm)
        3    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/base.py:344(nrt)
      270    0.001    0.000    0.001    0.000 /usr/lib/python3.8/warnings.py:458(__enter__)
       12    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/templates.py:1028(_resolve)
      261    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/values.py:1015(__init__)
        3    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/pythonapi.py:1315(return_none)
       13    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/module.py:124(name)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/packer.py:109(<listcomp>)
        2    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/base.py:696(pair_second)
       10    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/callconv.py:346(return_value)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/pythonapi.py:748(tuple_getitem)
      219    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/bytecode.py:260(<genexpr>)
       16    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/llvmpy/core.py:146(bitcast)
        1    0.000    0.000    0.001    0.001 /home/seb/.local/lib/python3.8/site-packages/tqdm/std.py:1147(__str__)
      271    0.001    0.000    0.001    0.000 /usr/lib/python3.8/warnings.py:181(_add_filter)
      229    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/values.py:1145(_format_name)
        1    0.000    0.000    0.001    0.001 /home/seb/.local/lib/python3.8/site-packages/numba/experimental/function_type.py:1(<module>)
      109    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/llvmpy/core.py:126(null)
       63    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/transforms.py:15(visit_BasicBlock)
       52    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:348(op_LOAD_FAST)
      884    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:702(__init__)
        2    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/experimental/function_type.py:64(lower_constant_dispatcher)
     1630    0.001    0.000    0.001    0.000 /usr/lib/python3.8/enum.py:348(__getitem__)
       82    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/np/npyimpl.py:428(_ufunc_db_function)
       13    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/module.py:79(get_function)
      466    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/compiler_machinery.py:414(is_registered)
       15    0.000    0.000    0.001    0.000 /usr/lib/python3.8/contextlib.py:415(enter_context)
       30    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cgutils.py:44(make_bytearray)
      677    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:64(<listcomp>)
       82    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/np/npyimpl.py:481(register_ufunc_kernel)
     1647    0.001    0.000    0.001    0.000 {built-in method numba.core.typeconv._typeconv.check_compatible}
       31    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:1047(_binaryop)
        5    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/pythonapi.py:306(raise_object)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/analysis.py:580(rewrite_semantic_constants)
      222    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/values.py:498(__eq__)
      370    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:103(release)
       13    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/value.py:155(linkage)
     1665    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
       88    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/models.py:103(traverse_types)
        1    0.000    0.000    0.001    0.001 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/setobj.py:1(<module>)
      177    0.001    0.000    0.001    0.000 /usr/lib/python3.8/traceback.py:216(clear_frames)
        1    0.000    0.000    0.001    0.001 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/mathimpl.py:405(pow_impl)
     3706    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/event.py:92(kind)
      134    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typeinfer.py:515(<listcomp>)
      933    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/context.py:501(insert_function)
        2    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/base.py:1090(add_dynamic_addr)
       11    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:1581(op_RETURN_VALUE)
      176    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/npydecl.py:76(<listcomp>)
        1    0.000    0.000    0.001    0.001 /home/seb/.local/lib/python3.8/site-packages/tqdm/std.py:353(format_meter)
        2    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/np/npyimpl.py:161(_prepare_argument)
      354    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:1219(__hash__)
       13    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:1586(op_COMPARE_OP)
        1    0.000    0.000    0.001    0.001 /home/seb/.local/lib/python3.8/site-packages/scipy/sparse/base.py:1(<module>)
       71    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/extending.py:323(__init__)
       30    0.000    0.000    0.001    0.000 /usr/lib/python3.8/posixpath.py:372(abspath)
      201    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/context.py:497(insert_attributes)
      176    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/npydecl.py:54(<listcomp>)
     1459    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/templates.py:269(__init__)
       43    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/instructions.py:683(descr)
        3    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/compiler.py:635(define_objectmode_pipeline)
     2904    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/analysis.py:40(<genexpr>)
       41    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:1476(adapt_state_infos)
       10    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/models.py:456(as_argument)
      178    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/np/ufunc_db.py:18(_lazy_init_db)
     2480    0.001    0.000    0.001    0.000 /usr/lib/python3.8/logging/__init__.py:1677(isEnabledFor)
      613    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:389(parent)
      225    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/types/abstract.py:123(__ne__)
      177    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:1384(has_active_try)
       10    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:1186(op_CALL_FUNCTION)
        2    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/models.py:608(as_argument)
       15    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/callconv.py:399(_get_try_state)
        2    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cgutils.py:618(loop_nest)
       13    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/value.py:151(linkage)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typeinfer.py:1372(get_return_type)
      605    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:1261(<genexpr>)
      257    0.000    0.000    0.001    0.000 /usr/lib/python3.8/posixpath.py:60(isabs)
      531    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/np/numpy_support.py:86(from_dtype)
       13    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:1029(op_STORE_FAST)
       12    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/module.py:169(global_variables)
        3    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/pythonapi.py:1167(make_none)
      166    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/module.py:138(add_global)
        2    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/models.py:547(_as)
       12    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/module.py:230(_dispose)
        3    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cgutils.py:261(__init__)
      101    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1010(path_stats)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/base.py:590(get_getattr)
       34    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/module.py:215(_get_metadata_lines)
       49    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/values.py:592(__init__)
      394    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/errors.py:237(__exit__)
       17    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/builder.py:539(not_)
        7    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/pythonapi.py:478(number_long)
     21/5    0.000    0.000    0.001    0.000 /usr/lib/python3.8/functools.py:684(_c3_mro)
        1    0.000    0.000    0.001    0.001 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/mathimpl.py:1(<module>)
        2    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/pythonapi.py:297(err_format)
     1919    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/types/functions.py:262(key)
       31    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/instructions.py:393(__init__)
        1    0.000    0.000    0.001    0.001 /home/seb/.local/lib/python3.8/site-packages/numba/np/ufunc_db.py:26(get_ufuncs)
        5    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/models.py:920(get_data)
        2    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/pythonapi.py:854(gil_ensure)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/untyped_passes.py:429(run_pass)
      229    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/utils.py:215(__init__)
        7    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/errors.py:319(highlight)
       41    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:1427(get_outgoing_states)
      119    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:629(spec_from_file_location)
        2    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cgutils.py:646(_loop_nest)
     2987    0.001    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/builder.py:195(block)
      198    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:1110(get)
        4    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/compiler.py:569(define_typed_pipeline)
        2    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/models.py:869(__init__)
        8    0.000    0.000    0.001    0.000 /usr/lib/python3.8/contextlib.py:482(__exit__)
        7    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/pythonapi.py:488(long_as_longlong)
       12    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir_utils.py:541(remove_dels)
      257    0.000    0.000    0.001    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:190(with_lineno)
